dataset,call_id,emotion_true,emotion_pred,confidence,duration,transcript,emotion,split
IEMOCAP,iemocap_Ses05F_script01_3_M018,neutral,neutral,0.5,1.85,I kissed you.,neutral,train
IEMOCAP,iemocap_Ses05F_script01_3_M019,neutral,sadness,0.902,3.15,Let's drive some place. I want to be alone with you.,neutral,test
IEMOCAP,iemocap_Ses05F_script01_3_M020,neutral,disgust,0.698,2.61,"No, nothing like that.",neutral,train
IEMOCAP,iemocap_Ses05F_script01_3_M021,sadness,neutral,0.8755,6.71,"Yeah, I suppose I have been up. I feel it's going for me.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M022,neutral,disgust,0.439,2.31,I don't know what to start.,neutral,train
IEMOCAP,iemocap_Ses05F_script01_3_M023,sadness,neutral,0.7885,3.69,it's... Wik прекрасowe Something Seizes,sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M024,sadness,neutral,0.5,3.95,You remember when I was overseas? I was in command of a company.,sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M025,sadness,sadness,0.806,2.41,"Yeah, I lost them.",sadness,test
IEMOCAP,iemocap_Ses05F_script01_3_M026,sadness,neutral,0.793,2.08,an 없,sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M027,sadness,neutral,0.9475,7.12,"It takes a little time to toss something like that off, you know, because there weren't just men.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M028,sadness,neutral,0.5455,12.28,"For instance, there's this one time when he'd been raining for several days and this kid came up to me and he gave me his last pair of dry socks. You know, he just put him in my pocket.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M029,sadness,neutral,0.7284999999999999,14.9,"I know that that's not a big thing, but it's just the kind of guys I had. They didn't die. They killed themselves for each other.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M030,sadness,disgust,0.506,5.18,I mean that exactly. A little more selfish and they would have been here today.,sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M031,sadness,neutral,0.6305000000000001,9.64,"And I got an ideal, watching them all go down. Everything was being destroyed, see, and...",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M032,sadness,disgust,0.3175,10.89,"But I'd seem to me that something new was being created at the same time, a kind of responsibility. Man for man, you understand me?",sadness,test
IEMOCAP,iemocap_Ses05F_script01_3_M033,sadness,neutral,0.9095,14.16,"And to show that, to bring that back onto the earth again, like a monument, and everyone would have it standing behind them, and it would make a difference for them.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M034,sadness,sadness,0.5395,10.21,Then I went home and it was incredible. You had no meaning here.,sadness,val
IEMOCAP,iemocap_Ses05F_script01_3_M035,sadness,neutral,0.6986666666666667,11.72,It was all like it. Like some kind of plus accident to them. And went back to work with my dad and that will rat race again.,sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M036,sadness,disgust,0.6859999999999999,13.0,"I felt what you said, ashamed somehow. Because nobody had changed at all. It seemed to make suckers out of a whole lot of guys.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M037,sadness,neutral,0.6678000000000001,15.86,"I thought wrong to be alive. To open that bank book, to buy that new car, to look at that new refrigerator. I mean, you can take those things out of the war, but if you try that car, you have to know that that comes from beloved man can have for a man, and you've got to be a little bit better for that.",sadness,train
IEMOCAP,iemocap_Ses05F_script01_3_M038,neutral,joy,0.5549999999999999,9.33,"And if you're not, then it's all just loob today. It's got blood on it and not anyone any of it And I guess I included you",neutral,test
IEMOCAP,iemocap_Ses05F_script02_1_F000,neutral,neutral,0.5,1.85,Fine.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F001,neutral,neutral,0.873,1.92,Flashlight. Flashlight.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F002,anger,neutral,0.896,2.52,That's not your flashlight.,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_F003,neutral,neutral,0.916,4.21,"It's ours, it's our flashlights, yours and mine, sure.",neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F004,anger,neutral,0.858,5.55,"Well, I mean you said you kept saying my flashlight is if it's somehow just yours how that's what's making me feel",anger,train
IEMOCAP,iemocap_Ses05F_script02_1_F005,neutral,neutral,0.898,1.15,Yes.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F006,neutral,neutral,0.851,1.43,Sam. Coral.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F007,neutral,neutral,0.672,2.51,So after eleven let's go home.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F008,anger,sadness,0.716,2.52,There is no point in coming out here. Right.,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_F009,neutral,neutral,0.867,1.94,That's my point.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F010,anger,neutral,0.757,1.26,so let's go.,anger,test
IEMOCAP,iemocap_Ses05F_script02_1_F011,neutral,sadness,0.455,2.29,Not particularly.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F012,neutral,neutral,0.649,2.06,I just don't.,neutral,test
IEMOCAP,iemocap_Ses05F_script02_1_F013,anger,neutral,0.6996666666666668,7.17,What? This little fish went under the beach and they flop around and they swim away and then they die.,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_F014,anger,joy,0.365,6.62,"What are you so excited about? I mean, it's not rocket science. We're talking about its fish. It's fish nobody even eats",anger,val
IEMOCAP,iemocap_Ses05F_script02_1_F015,neutral,neutral,0.85,1.92,I'm just not.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F016,neutral,neutral,0.898,1.41,Yes.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_F017,anger,disgust,0.4725,10.97,Last year you also remember our shoes got wet. I got sand in my panties. We got in a big fight. You had a sore throat and we did not see the grenient.,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_F018,anger,disgust,0.439,2.33,We didn't see them the first time either.,anger,val
IEMOCAP,iemocap_Ses05F_script02_1_F019,neutral,disgust,0.966,2.11,That's the weird.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M004,anger,neutral,0.677,2.68,The flash like the silver one there's only one isn't there?,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_M005,anger,neutral,0.755,1.97,Who's is it?,anger,train
IEMOCAP,iemocap_Ses05F_script02_1_M006,anger,neutral,0.841,1.37,Sure.,anger,test
IEMOCAP,iemocap_Ses05F_script02_1_M007,anger,disgust,0.455,9.79,"No, of course, you're right. Our flashlight. Me flashlight a sous flashlight, naturally. How can we not think to bring it?",anger,train
IEMOCAP,iemocap_Ses05F_script02_1_M008,neutral,neutral,0.6971999999999999,8.42,"Well, I hope the moon stays out. I wonder, do they always run during a full moon? I can't remember. Was the moon full last year? Do you remember?",neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M013,neutral,disgust,0.422,6.21,Are you kidding? We've missed it! We just got here! What's the point of coming all the way out here for just gonna leave?,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M015,neutral,neutral,0.933,1.73,That's my point too.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M016,neutral,disgust,0.6226666666666666,8.28,"No, no, no, that's not my point. My point is what's the point of coming down here? We're just gonna turn around and go home. Don't you want to see it?",neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M017,anger,neutral,0.8106666666666666,2.0,"Bueno, isn't it clear? There's one car, is there, there comes it? You can't tell if that car's a little quick to like, see if there's anyone who's a good friend or whatnot. This one has the Hippocuts number's me tested starting alone in my truck, so it works within a lot of numbers limiting.",anger,train
IEMOCAP,iemocap_Ses05F_script02_1_M022,neutral,neutral,0.932,1.67,Really do?,neutral,val
IEMOCAP,iemocap_Ses05F_script02_1_M025,neutral,disgust,0.47,1.42,for real.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M026,neutral,neutral,0.5675,11.1,I don't get it. The first time we came out here you said it was the best night of your life. And last year I remember distinctly you were so excited that you stumped your toe pushing me out the door and didn't even notice until you got in the car.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_1_M027,anger,neutral,0.5,1.93,We weren't in a good spot.,anger,test
IEMOCAP,iemocap_Ses05F_script02_1_M028,neutral,neutral,0.915,5.46,We just weren't in a good spot. This is a much better spot. I've got a great instinct for these things,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_F000,neutral,sadness,0.594,2.38,about what?,neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_F001,neutral,disgust,0.761,2.15,It's ridiculous.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_F002,neutral,neutral,0.671,5.84,It's PR! Somebody sold you a bill of goods that this wonderful event was going to occur on the beach.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_F003,neutral,neutral,0.8526666666666666,11.4,"Yeah, they're all told the same thing. They're all told that, you know, it gets them excited and they can't wait and that if they just get in on the right spot, then, you know, maybe life will start.",neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_F004,anger,sadness,0.801,3.54,I'm sorry it's just fished to me.,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F005,anger,anger,0.5635,5.65,"God damn it, Oggi. Why do you always ask things like that? It's so insulting.",anger,test
IEMOCAP,iemocap_Ses05F_script02_2_F006,anger,neutral,0.876,3.98,I just had a different idea of what this evening was gonna look like.,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F007,anger,neutral,0.5,3.9,"For heaven's sakes, all he grow up, we're not gonna see the Grenion.",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F008,anger,neutral,0.747,3.62,We never do. Have we ever? We never have.,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F009,anger,neutral,0.9,3.11,Twice is every time we try that's ever.,anger,val
IEMOCAP,iemocap_Ses05F_script02_2_F010,anger,joy,0.5716,17.71,"No, we won't. Oggie, it's like waiting for Santa Claus to come. I feel like I'm gonna spend my entire life standing on the beach with my eyes wide open and my hands clasp expectantly in front of me waiting for the fish to show up and the fish will not show up.",anger,test
IEMOCAP,iemocap_Ses05F_script02_2_F011,anger,neutral,0.765,6.01,I did I do want to see it. I always want to see it. I'll get,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F012,anger,joy,0.507,2.94,"For heaven's sake, this is not about fish.",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F013,sadness,disgust,0.387,11.74,"Hagi, do you remember the first time we came to see it? It was about four years ago right after we got married and... We thought I was pregnant.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F014,sadness,disgust,0.5426,24.13,"We had a bottle of champagne but no glasses. And you asked me to dance. So we took off our shoes. And while we were dancing, you said the most intimate things. Right in my ear so I could feel them as much as you hear them.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F016,sadness,fear,0.963,5.98,"Dancing barefoot in the sand, dream came champagne from the bottle.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F017,sadness,neutral,0.644,5.97,I would rather not remember some things. I would rather not hope for some things. Okay.,sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F018,sadness,neutral,0.83,1.84,No.,sadness,val
IEMOCAP,iemocap_Ses05F_script02_2_F019,sadness,neutral,0.83,1.77,No.,sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F020,anger,neutral,0.83,1.47,No.,anger,test
IEMOCAP,iemocap_Ses05F_script02_2_F021,neutral,neutral,0.83,1.64,No.,neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_F022,neutral,neutral,0.83,1.52,No.,neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_F023,anger,disgust,0.4725,1.58,"No, no. Evacation.",anger,test
IEMOCAP,iemocap_Ses05F_script02_2_F024,anger,neutral,0.911,4.44,I just want something to turn out the way it's supposed to turn out,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_F025,sadness,joy,0.517,5.02,This what what is this this isn't even anything,sadness,val
IEMOCAP,iemocap_Ses05F_script02_2_F026,sadness,neutral,0.843,5.26,"Sure, this is standing, this is waiting, this is fighting.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F027,sadness,neutral,0.581,4.38,But this isn't anything like I thought it would be.,sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F028,sadness,neutral,0.8514999999999999,19.31,"I mean, it's just this. I mean, it includes a lot and everything and you know, it's the sand and it's the full moon and I just... I'm sorry, but I couldn't help wishing I were somewhere else.",sadness,val
IEMOCAP,iemocap_Ses05F_script02_2_F029,sadness,neutral,0.727,2.0,I didn't say that.,sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F030,sadness,disgust,0.551,7.55,"For heaven's sake, Oggy. Wherever I am, I always want it to be with you.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_F031,neutral,disgust,0.417,3.68,"Robin's safe, don't you know that?",neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_F032,sadness,sadness,0.5403333333333333,16.51,"Whatever I'm doing, I want it to be with you. I mean, you're probably the one who wishes you were with somebody else. Somebody who didn't take everything so hard and who knew how to enjoy yourself.",sadness,test
IEMOCAP,iemocap_Ses05F_script02_2_F035,neutral,neutral,0.706,2.51,I'll give you a brat refreshment.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_F036,neutral,neutral,0.906,2.47,All of you don't need classes,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_F038,neutral,neutral,0.921,1.9,We're not.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M001,anger,neutral,0.661,2.75,when it was just saying.,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M002,neutral,neutral,0.77,6.01,It certainly is not. It's slightly exaggerated scientific fact.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M003,neutral,disgust,0.399,2.23,I'm not the only one who I can't see.,neutral,val
IEMOCAP,iemocap_Ses05F_script02_2_M004,neutral,disgust,0.373,3.01,Are we talking about the same thing?,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M005,neutral,neutral,0.67125,6.55,"Call it, can I ask you a question? No, no, don't get upset. Are you having your period? Yes.",neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M006,anger,neutral,0.5,1.91,What's bugging you?,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M007,anger,disgust,0.66425,10.83,"Well there's nothing to it. We come down here, the Grunnan arrive, they do their little fish thing, we say, oh, look at the little fish. They go home, we go home.",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M008,anger,neutral,0.5,1.61,Why not?,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M009,anger,neutral,0.839,2.47,We've missed them twice. It's not ever,anger,test
IEMOCAP,iemocap_Ses05F_script02_2_M010,neutral,neutral,0.885,1.67,We'll see them this year.,neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_M011,anger,neutral,0.738,2.27,I thought you wanted to see it.,anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M012,anger,neutral,0.776,4.11,"It's just fish, it's nothing to get traumatized over.",anger,test
IEMOCAP,iemocap_Ses05F_script02_2_M013,anger,disgust,0.925,6.92,"Okay, I've been trying to work this backwards, but I can't seem to pinpoint the moment when we took a turn for the worst here.",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M014,neutral,neutral,0.926,11.89,"When you were on the phone with March, everything was fine. Dinner was okay. Doing the dishes was no problem. Let's see I took a shower. You were watching the news. You said the Russians are running tonight. I said great. Let's go. I'm feeling lucky",neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M015,neutral,neutral,0.803,6.89,"Alright, so I'm putting on my jacket and putting up the animals and pulling the car of the garage",neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M016,neutral,neutral,0.85,5.54,Wait a minute. I've got it.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M017,neutral,disgust,0.6626666666666666,11.33,"He was in the car, right? When we were passing Nickerbocker's liquor locker, he said, let's get some champagne, I said, times wasting or something like that. Right? Of course.",neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_M021,neutral,disgust,0.379,2.91,What you want me to whisper in your ear?,neutral,test
IEMOCAP,iemocap_Ses05F_script02_2_M022,anger,neutral,0.543,2.66,You want to get married again?,anger,test
IEMOCAP,iemocap_Ses05F_script02_2_M023,anger,neutral,0.759,3.35,What? What? You wanted divorce?,anger,test
IEMOCAP,iemocap_Ses05F_script02_2_M024,anger,anger,0.478,6.58,"A vacation? A new carpet, a poodle, a background ice cream, a suicide pact? What? What, Carly what the hell do you want?",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M025,anger,joy,0.671,2.51,We'll welcome to the human race.,anger,test
IEMOCAP,iemocap_Ses05F_script02_2_M026,neutral,joy,0.4848,16.49,Do you think this is what I had in mind? You think that when I proposed I had this great fantasy going that four years down the road We ended up on a beach arguing over fish? You think that I knew that there would be times when you would look at me like I was used Kleenex or that I would look at you and think holy hell it wins the next flight to Alaska?,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M027,anger,disgust,0.7046666666666667,18.03,"No! No, I was just like you. I thought it would be all peaches and roses and sand in our toes and wind in our hair and the fish would always come. And the bills would always magically pay themselves and we'd have three fat, rosy kids and well, haha baby, the jokes on us!",anger,train
IEMOCAP,iemocap_Ses05F_script02_2_M028,neutral,neutral,0.78,4.91,Because you know what Carla you know what you get this,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M029,neutral,neutral,0.831,1.67,What is this?,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M030,neutral,neutral,0.827,1.37,Right.,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M031,sadness,sadness,0.749,4.14,"No, I know. Neither.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_M032,sadness,neutral,0.92,3.94,Maybe if you're with somebody else too.,sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_M033,sadness,disgust,0.373,4.93,"No, I know. I know I don't make you happy.",sadness,train
IEMOCAP,iemocap_Ses05F_script02_2_M034,neutral,neutral,0.896,1.94,Yeah?,neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M038,neutral,neutral,0.896,2.21,"Well, it's not champagne.",neutral,train
IEMOCAP,iemocap_Ses05F_script02_2_M039,neutral,sadness,0.469,4.42,Are you still cold? You still want to go home?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F000,neutral,neutral,0.794,2.23,You think it's them?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F001,neutral,neutral,0.5,3.43,Fried is the only one who knows Rob here and she wouldn't call up.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F002,neutral,fear,0.593,2.13,What will we do?,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F003,neutral,sadness,0.953,2.12,Now I always miss sweet.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F004,neutral,neutral,0.954,2.58,It's gone to happen sooner or later.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F008,neutral,neutral,0.5,5.72,do they? It's a pity that one can't stay this way forever.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F009,neutral,neutral,0.858,3.24,"Well, it's true.",neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F010,neutral,disgust,0.698,3.11,The whole business is really rather ridiculous.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_1_F011,neutral,disgust,0.406,2.13,I mean exactly that.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F012,neutral,disgust,0.517,2.11,Don't laugh at me I'm serious,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F013,neutral,neutral,0.887,1.49,Who's there?,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F014,neutral,disgust,0.44,3.16,Well if I laugh at everything I must laugh at us too.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F015,neutral,disgust,0.413,5.11,"Well, what if... What happens when our love...",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F016,neutral,neutral,0.901,2.57,How long will it last this overbearing love of ours?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F017,neutral,neutral,0.673,2.8,"Well, shall we always want to pick her and fight?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F018,neutral,disgust,0.4,2.61,"Oh dear, so we like that?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F019,neutral,disgust,0.378,3.46,"Well, what if one of us dies? Does the other laugh then?",neutral,val
IEMOCAP,iemocap_Ses05F_script03_1_F020,neutral,disgust,0.532,2.43,Well that's rather serious isn't it?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F021,neutral,anger,0.463,3.2,"My dear, I do believe you're talking nonsense.",neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F022,neutral,neutral,0.56,3.18,"Okay, yeah, worms don't pop.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F023,neutral,anger,0.652,6.01,"Oh, thank you, dear. And the same goes for you, except that if I so much see you looking at another woman, I'll kill you.",neutral,val
IEMOCAP,iemocap_Ses05F_script03_1_F024,neutral,neutral,0.802,1.94,Which particular one?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F026,neutral,joy,0.466,5.07,I know you threw him out the window into the canal. I don't think I'll ever forgive you for that,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_F027,neutral,neutral,0.749,3.09,went on intermittently for days.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F028,neutral,anger,0.383,4.34,They burn all the towels in the bathroom too.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F029,neutral,neutral,0.765,2.38,That was the first time you ever hit me.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F032,neutral,neutral,0.87,1.53,and very much so clear.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_F033,neutral,neutral,0.76,1.73,"Oh, you knew there was nothing-",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M002,neutral,neutral,0.852,1.83,I must be them then.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_1_M003,neutral,disgust,0.42,3.23,"We're all right, darling. Aren't we? Whatever happens?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M004,neutral,disgust,0.463,2.12,I don't care then.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_1_M006,fear,neutral,0.703,2.95,"Oh, what shall we do if they suddenly walk in on us?",fear,train
IEMOCAP,iemocap_Ses05F_script03_1_M008,neutral,neutral,0.7130000000000001,6.2,Well the things that automatically most dreadfully don't seem to matter at all when once happy do they.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M009,neutral,anger,0.64,2.28,"Darling, don't say that.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M010,neutral,disgust,0.65,3.11,Meaning that sacred and beautiful thing love.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M012,neutral,disgust,0.474,3.29,"You must have been serious, my dear one, that's just what I want!",neutral,train
IEMOCAP,iemocap_Ses05F_script03_1_M023,neutral,anger,0.53925,11.55,"I don't mind what you do, see. You can paint your body green all over and dance naked through the palace venom and run out with every man in the world. And I shouldn't say a word as long as I know that you love me best.",neutral,val
IEMOCAP,iemocap_Ses05F_script03_1_M030,neutral,disgust,0.379,2.15,One in which you very hard.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F000,neutral,disgust,0.412,3.3,You knew there was nothing in that.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_F001,neutral,neutral,0.863,2.42,Only a trivial little brooch.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F002,neutral,neutral,0.924,3.67,"No, not at all. I still have it. I wear it quite often.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F003,neutral,disgust,0.393,3.12,You worked the whole thing up in your jealous imagination.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F004,neutral,neutral,0.833,2.59,"Maybe it's still a little, but...",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F005,neutral,neutral,0.687,1.61,and what of it?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F006,neutral,joy,0.5795,3.84,"Well, he got a lot of pleasure out of it and it didn't hurt me. What about...",neutral,val
IEMOCAP,iemocap_Ses05F_script03_2_F007,neutral,neutral,0.654,4.59,"Well, if you hadn't been so nosy and suspicious, you never would have heard about it.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F008,anger,sadness,0.92,5.04,I am growing quite tired and bored of this conversation.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F009,neutral,neutral,0.83,1.67,No.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F010,neutral,neutral,0.73,3.5,I don't see why you want any you've already had three glasses.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F011,neutral,disgust,0.746,3.45,"Well, it seems silly to go on and on with such a thing.",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F012,neutral,disgust,0.473,2.38,Let's be coming a habit with you.,neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_F013,neutral,anger,0.797,2.09,Don't be so stupid.,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F014,neutral,disgust,0.415,3.3,just making myself fascinating for you.,neutral,val
IEMOCAP,iemocap_Ses05F_script03_2_F015,neutral,disgust,0.516,4.03,So a woman's job to allure the man. Why don't you watch me for a moment?,neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F016,neutral,neutral,0.5,1.82,"No, what's not?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F017,neutral,anger,0.762,2.15,"Ah, do you shut up?",neutral,train
IEMOCAP,iemocap_Ses05F_script03_2_F018,anger,neutral,0.6905,3.14,"Hmm, it doesn't seem to have worked such wonders with you. Oh, sirs.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F019,anger,anger,0.912,2.19,Adders don't snap they sting,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F020,anger,neutral,0.709,1.21,You have the respect they have due.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F021,anger,joy,0.458,3.94,"I don't care if they bark and roll around like hoops, okay?",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F022,neutral,neutral,0.893,1.9,"Yes, I did quite a bit.",neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_F023,anger,neutral,0.787,1.48,Mind your own business.,anger,test
IEMOCAP,iemocap_Ses05F_script03_2_F024,anger,joy,0.458,5.2,"Oh dear, you really are becoming quite inseparable. I would imagine it's because you're drunk.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F025,neutral,joy,0.5565,4.85,"Oh no, on the contrary, a child of two could get violently drunk on only one glass. Oh Barry.",neutral,test
IEMOCAP,iemocap_Ses05F_script03_2_F026,anger,neutral,0.6599999999999999,4.05,"You are so inseparable do stop. Oh, this is very...",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F027,anger,disgust,0.48,3.05,Not very funny dear you better have some more brand,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F028,anger,neutral,0.6965,1.47,maybe scene,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F029,anger,neutral,0.926,1.42,Why?,anger,test
IEMOCAP,iemocap_Ses05F_script03_2_F030,anger,neutral,0.762,3.34,There aren't any people upstairs. It's a photographer studio.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F031,anger,neutral,0.6799999999999999,2.06,There are way into need. Good to know.,anger,val
IEMOCAP,iemocap_Ses05F_script03_2_F032,anger,neutral,0.764,2.17,Turn it on again.,anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F033,anger,anger,0.798,5.35,"Fine, if you insist on being completely insolent.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F034,anger,neutral,0.656,2.83,"Well, do try to control yourself, darling.",anger,train
IEMOCAP,iemocap_Ses05F_script03_2_F035,anger,neutral,0.7275,4.04,You really do need to develop a clear head. Turn it off.,anger,train
